,playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
93140,cruzne02,2010,1,TEX,AL,108,399,60,127,31,3,22,78.0,17.0,4.0,38,81.0,5.0,1.0,1.0,6.0,12.0
93141,cuddymi01,2010,1,MIN,AL,157,609,93,165,37,5,14,81.0,7.0,3.0,58,93.0,7.0,4.0,0.0,4.0,26.0
93145,custja01,2010,1,OAK,AL,112,349,50,95,19,0,13,52.0,2.0,2.0,68,127.0,0.0,5.0,0.0,3.0,6.0
93148,damonjo01,2010,1,DET,AL,145,539,81,146,36,5,8,51.0,11.0,1.0,69,90.0,2.0,2.0,2.0,1.0,5.0
93154,davisik02,2010,1,NYN,NL,147,523,73,138,33,1,19,71.0,3.0,2.0,72,138.0,6.0,1.0,0.0,5.0,13.0
93155,davisra01,2010,1,OAK,AL,143,525,66,149,28,3,5,52.0,50.0,11.0,26,78.0,0.0,4.0,1.0,5.0,10.0
93159,dejesda01,2010,1,KCA,AL,91,352,46,112,23,3,5,37.0,3.0,3.0,34,47.0,2.0,4.0,3.0,1.0,10.0
93168,denorch01,2010,1,SDN,NL,99,284,41,77,15,2,9,36.0,8.0,4.0,27,51.0,3.0,2.0,1.0,3.0,5.0
93171,desmoia01,2010,1,WAS,NL,154,525,59,141,27,4,10,65.0,17.0,5.0,28,109.0,3.0,5.0,9.0,7.0,9.0
93174,dewitbl01,2010,1,LAN,NL,82,256,29,69,15,4,1,30.0,2.0,2.0,30,49.0,4.0,3.0,2.0,1.0,4.0
93178,diazma02,2010,1,ATL,NL,84,224,27,56,17,2,7,31.0,3.0,1.0,13,44.0,3.0,4.0,2.0,1.0,6.0
93182,dobbsgr01,2010,1,PHI,NL,88,163,13,32,7,0,5,15.0,1.0,1.0,12,39.0,1.0,0.0,1.0,0.0,2.0
93183,donalja01,2010,1,CLE,AL,88,296,39,75,19,3,4,24.0,5.0,1.0,22,70.0,2.0,3.0,4.0,0.0,3.0
93190,doumiry01,2010,1,PIT,NL,124,406,42,102,22,1,13,45.0,1.0,0.0,41,87.0,4.0,8.0,0.0,1.0,18.0
93195,drewjd01,2010,1,BOS,AL,139,478,69,122,24,2,22,68.0,3.0,1.0,60,105.0,3.0,4.0,0.0,4.0,12.0
93196,drewst01,2010,1,ARI,NL,151,565,83,157,33,12,15,61.0,10.0,5.0,62,108.0,2.0,3.0,2.0,1.0,7.0
93201,duncash01,2010,1,CLE,AL,85,229,29,53,10,0,11,36.0,1.0,0.0,26,76.0,2.0,3.0,0.0,1.0,4.0
93202,dunnad01,2010,1,WAS,NL,158,558,85,145,36,2,38,103.0,0.0,1.0,77,199.0,10.0,9.0,0.0,4.0,10.0
93207,eckstda01,2010,1,SDN,NL,116,442,49,118,23,0,1,29.0,8.0,1.0,27,35.0,0.0,9.0,12.0,2.0,6.0
93214,ellisma01,2010,1,OAK,AL,124,436,45,127,24,0,5,49.0,7.0,6.0,40,56.0,4.0,8.0,3.0,5.0,7.0
93217,encared01,2010,1,TOR,AL,96,332,47,81,16,0,21,51.0,1.0,0.0,29,60.0,1.0,2.0,0.0,4.0,9.0
93221,escobal02,2010,1,MIL,NL,145,506,57,119,14,10,4,41.0,10.0,4.0,36,70.0,7.0,3.0,4.0,3.0,8.0
93227,ethiean01,2010,1,LAN,NL,139,517,71,151,33,1,23,82.0,2.0,1.0,59,102.0,11.0,3.0,0.0,6.0,11.0
93237,felicpe01,2010,1,NYN,NL,92,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
93239,felizpe01,2010,1,HOU,NL,97,289,22,64,12,1,4,31.0,1.0,1.0,9,31.0,1.0,1.0,0.0,5.0,9.0
93242,fieldpr01,2010,1,MIL,NL,161,578,94,151,25,0,32,83.0,1.0,0.0,114,138.0,17.0,21.0,0.0,1.0,12.0
93245,figgich01,2010,1,SEA,AL,161,602,62,156,21,2,1,35.0,42.0,15.0,74,114.0,0.0,3.0,17.0,6.0,19.0
93257,fowlede01,2010,1,COL,NL,132,439,73,114,20,14,6,36.0,13.0,8.0,57,104.0,0.0,2.0,7.0,0.0,5.0
93262,francbe01,2010,1,PHI,NL,88,179,24,48,13,0,6,28.0,8.0,0.0,14,35.0,1.0,2.0,1.0,1.0,6.0
93265,francje02,2010,1,NYN,NL,124,401,43,95,16,2,11,54.0,8.0,2.0,29,76.0,8.0,7.0,0.0,10.0,7.0
93278,fukudko01,2010,1,CHN,NL,130,358,45,94,20,2,13,44.0,7.0,8.0,64,67.0,1.0,0.0,3.0,4.0,5.0
93281,furcara01,2010,1,LAN,NL,97,383,66,115,23,7,8,43.0,22.0,4.0,40,60.0,5.0,1.0,2.0,2.0,5.0
93291,gardnbr01,2010,1,NYA,AL,150,477,97,132,20,7,5,47.0,47.0,9.0,79,101.0,1.0,5.0,5.0,3.0,6.0
93304,giambja01,2010,1,COL,NL,87,176,17,43,9,0,6,35.0,2.0,0.0,35,47.0,5.0,6.0,0.0,5.0,5.0
93308,glaustr01,2010,1,ATL,NL,128,412,52,99,18,0,16,71.0,0.0,0.0,63,100.0,2.0,4.0,0.0,4.0,16.0
93309,gloadro01,2010,1,PHI,NL,94,128,16,36,8,0,6,22.0,1.0,0.0,8,15.0,3.0,1.0,1.0,0.0,1.0
93311,gomesjo01,2010,1,CIN,NL,148,511,77,136,24,3,18,86.0,5.0,3.0,39,123.0,3.0,12.0,0.0,9.0,4.0
93312,gomezca01,2010,1,MIL,NL,97,291,38,72,11,3,5,24.0,18.0,3.0,17,72.0,1.0,4.0,6.0,0.0,10.0
93314,gonzaad01,2010,1,SDN,NL,160,591,87,176,33,0,31,101.0,0.0,0.0,93,114.0,35.0,2.0,2.0,4.0,15.0
93315,gonzaal02,2010,1,TOR,AL,85,328,47,85,25,1,17,50.0,1.0,0.0,17,65.0,0.0,1.0,0.0,2.0,9.0
93317,gonzaal03,2010,1,WAS,NL,114,186,19,46,8,1,0,5.0,0.0,0.0,7,30.0,0.0,1.0,3.0,1.0,8.0
93318,gonzaca01,2010,1,COL,NL,145,587,111,197,34,9,34,117.0,26.0,8.0,40,135.0,8.0,2.0,0.0,7.0,9.0
93325,grandcu01,2010,1,NYA,AL,136,466,76,115,17,7,24,67.0,12.0,2.0,53,116.0,3.0,2.0,4.0,3.0,3.0
93331,gregelu01,2010,1,SDN,NL,80,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
93335,grossga01,2010,1,OAK,AL,105,222,27,53,11,1,1,25.0,5.0,1.0,17,39.0,2.0,0.0,2.0,2.0,5.0
93338,guerrvl01,2010,1,TEX,AL,152,593,83,178,27,1,29,115.0,4.0,5.0,35,60.0,5.0,9.0,0.0,6.0,19.0
93340,guilljo01,2010,1,KCA,AL,106,396,46,101,17,2,16,62.0,1.0,0.0,27,84.0,1.0,9.0,0.0,5.0,9.0
93343,gutiefr01,2010,1,SEA,AL,152,568,61,139,25,3,12,64.0,25.0,3.0,50,137.0,5.0,1.0,2.0,8.0,10.0
93345,guzmacr01,2010,1,WAS,NL,89,319,44,90,11,4,2,25.0,4.0,2.0,17,53.0,3.0,5.0,3.0,2.0,7.0
93347,gwynnto02,2010,1,SDN,NL,117,289,30,59,9,3,3,20.0,17.0,4.0,41,50.0,4.0,1.0,7.0,1.0,3.0
93349,hafnetr01,2010,1,CLE,AL,118,396,46,110,29,0,13,50.0,2.0,1.0,51,94.0,10.0,12.0,0.0,3.0,2.0
93350,hairsje02,2010,1,SDN,NL,119,430,53,105,13,2,10,50.0,9.0,6.0,31,54.0,2.0,5.0,4.0,6.0,5.0
93351,hairssc01,2010,1,SDN,NL,104,295,34,62,10,0,10,36.0,6.0,1.0,31,69.0,1.0,6.0,0.0,4.0,3.0
93353,hallbi03,2010,1,BOS,AL,120,344,44,85,16,1,18,46.0,9.0,1.0,34,104.0,0.0,1.0,2.0,1.0,4.0
93356,hamiljo03,2010,1,TEX,AL,133,518,95,186,40,3,32,100.0,8.0,1.0,43,95.0,5.0,5.0,1.0,4.0,11.0
93367,hardyjj01,2010,1,MIN,AL,101,340,44,91,19,3,6,38.0,1.0,1.0,28,54.0,1.0,0.0,3.0,4.0,8.0
93373,harriwi01,2010,1,WAS,NL,132,224,25,41,6,2,10,32.0,5.0,2.0,33,60.0,0.0,2.0,1.0,2.0,3.0
93374,hartco01,2010,1,MIL,NL,145,558,91,158,34,4,31,102.0,7.0,6.0,45,140.0,2.0,6.0,0.0,5.0,14.0
93378,hawpebr01,2010,1,COL,NL,88,259,24,66,21,2,7,37.0,2.0,1.0,36,68.0,4.0,1.0,0.0,4.0,4.0
93381,headlch01,2010,1,SDN,NL,161,610,77,161,29,3,11,58.0,17.0,5.0,56,139.0,3.0,3.0,1.0,4.0,11.0
93383,heisech01,2010,1,CIN,NL,97,201,33,51,10,1,8,21.0,1.0,2.0,16,57.0,1.0,6.0,1.0,2.0,3.0
93385,helmswe01,2010,1,FLO,NL,127,254,25,56,12,4,4,39.0,0.0,2.0,26,76.0,1.0,4.0,0.0,3.0,7.0
93386,heltoto01,2010,1,COL,NL,118,398,48,102,18,1,8,37.0,0.0,0.0,67,90.0,3.0,2.0,0.0,6.0,10.0
93398,hernara02,2010,1,CIN,NL,97,313,30,93,18,1,7,48.0,0.0,0.0,29,49.0,1.0,5.0,3.0,2.0,8.0
93405,heywaja01,2010,1,ATL,NL,142,520,83,144,29,5,18,72.0,11.0,6.0,91,128.0,2.0,10.0,0.0,2.0,13.0
93407,hillaa01,2010,1,TOR,AL,138,528,70,108,22,0,26,68.0,2.0,2.0,41,85.0,2.0,8.0,1.0,2.0,8.0
93412,hinsker01,2010,1,ATL,NL,131,281,38,72,21,1,11,51.0,0.0,0.0,33,75.0,5.0,3.0,0.0,3.0,4.0
93419,hollima01,2010,1,SLN,NL,158,596,95,186,45,1,28,103.0,9.0,5.0,69,93.0,10.0,8.0,0.0,2.0,13.0
93422,howarry01,2010,1,PHI,NL,143,550,87,152,23,5,31,108.0,1.0,1.0,59,157.0,11.0,8.0,0.0,3.0,14.0
93428,hudsoor01,2010,1,MIN,AL,126,497,80,133,24,5,6,37.0,10.0,3.0,50,87.0,0.0,4.0,5.0,3.0,14.0
93430,huffau01,2010,1,SFN,NL,157,569,100,165,35,5,26,86.0,7.0,0.0,83,91.0,5.0,9.0,0.0,7.0,17.0
93438,hundlni01,2010,1,SDN,NL,85,273,33,68,18,2,8,43.0,0.0,5.0,25,66.0,0.0,1.0,2.0,6.0,8.0
93439,hunteto01,2010,1,LAA,AL,152,573,76,161,36,0,23,90.0,9.0,12.0,61,106.0,6.0,7.0,0.0,5.0,22.0
93442,ibanera01,2010,1,PHI,NL,155,561,75,154,37,5,16,83.0,4.0,3.0,68,108.0,11.0,0.0,0.0,7.0,15.0
93445,infanom01,2010,1,ATL,NL,134,471,65,151,15,3,8,47.0,7.0,6.0,29,62.0,1.0,0.0,4.0,2.0,14.0
93446,ingebr01,2010,1,DET,AL,144,514,47,127,28,5,13,70.0,4.0,3.0,54,134.0,4.0,5.0,0.0,7.0,12.0
93447,inglejo01,2010,1,MIL,NL,102,142,15,36,8,5,1,8.0,1.0,0.0,15,34.0,0.0,2.0,0.0,1.0,1.0
93448,ishiktr01,2010,1,SFN,NL,116,158,18,42,11,0,3,22.0,0.0,0.0,13,29.0,2.0,0.0,1.0,1.0,3.0
93451,izturce01,2010,1,BAL,AL,150,473,42,109,13,1,1,28.0,11.0,5.0,25,53.0,1.0,6.0,7.0,2.0,11.0
93453,jacksau01,2010,1,DET,AL,151,618,103,181,34,10,4,41.0,27.0,6.0,47,170.0,4.0,4.0,3.0,3.0,5.0
93462,janispa01,2010,1,CIN,NL,82,200,23,52,10,0,5,25.0,1.0,3.0,22,30.0,2.0,2.0,3.0,1.0,4.0
93466,jasojo01,2010,1,TBA,AL,109,339,57,89,18,3,5,44.0,4.0,0.0,59,39.0,1.0,2.0,1.0,3.0,8.0
93467,jayjo02,2010,1,SLN,NL,105,287,47,86,19,2,4,27.0,2.0,4.0,24,50.0,0.0,3.0,8.0,1.0,5.0
93472,jeterde01,2010,1,NYA,AL,157,663,111,179,30,3,10,67.0,18.0,5.0,63,106.0,4.0,9.0,1.0,3.0,22.0
93475,johnsch05,2010,1,HOU,NL,94,341,40,105,22,2,11,52.0,3.0,0.0,15,91.0,2.0,2.0,0.0,4.0,8.0
93479,johnske05,2010,1,ARI,NL,154,585,93,166,36,5,26,71.0,13.0,7.0,79,148.0,1.0,2.0,3.0,2.0,12.0
93481,johnsre02,2010,1,LAN,NL,102,202,24,53,11,2,2,15.0,2.0,2.0,5,50.0,0.0,4.0,2.0,2.0,3.0
93483,jonesad01,2010,1,BAL,AL,149,581,76,165,25,5,19,69.0,7.0,7.0,23,119.0,1.0,13.0,2.0,2.0,17.0
93484,jonesan01,2010,1,CHA,AL,107,278,41,64,12,1,19,48.0,9.0,2.0,45,73.0,0.0,3.0,0.0,2.0,15.0
93485,jonesch06,2010,1,ATL,NL,95,317,47,84,21,0,10,46.0,5.0,0.0,61,47.0,6.0,0.0,0.0,3.0,10.0
93486,jonesga02,2010,1,PIT,NL,158,592,64,146,34,1,21,86.0,7.0,3.0,53,123.0,2.0,1.0,0.0,8.0,18.0
93496,kearnau01,2010,1,CLE,AL,84,301,42,82,18,1,8,42.0,4.0,1.0,34,78.0,2.0,5.0,0.0,2.0,12.0
93499,kellydo01,2010,1,DET,AL,119,238,30,58,4,0,9,27.0,3.0,0.0,8,42.0,0.0,2.0,1.0,2.0,1.0
93500,kempma01,2010,1,LAN,NL,162,602,82,150,25,6,28,89.0,19.0,15.0,53,170.0,4.0,4.0,0.0,9.0,14.0
93501,kendaja01,2010,1,KCA,AL,118,434,39,111,18,0,0,37.0,12.0,7.0,37,45.0,2.0,6.0,6.0,7.0,12.0
93502,kendrho01,2010,1,LAA,AL,158,616,67,172,41,4,10,75.0,14.0,4.0,28,94.0,2.0,5.0,4.0,5.0,16.0
93504,kennead01,2010,1,WAS,NL,135,342,43,85,16,1,3,31.0,14.0,2.0,37,44.0,1.0,5.0,1.0,4.0,10.0
93506,keppije01,2010,1,HOU,NL,137,514,62,148,34,1,6,59.0,4.0,1.0,51,36.0,1.0,1.0,5.0,4.0,15.0
93510,kinslia01,2010,1,TEX,AL,103,391,73,112,20,1,9,45.0,15.0,5.0,56,57.0,2.0,7.0,2.0,4.0,11.0
93514,konerpa01,2010,1,CHA,AL,149,548,89,171,30,1,39,111.0,0.0,1.0,72,110.0,7.0,5.0,0.0,6.0,9.0
93515,kotchca01,2010,1,SEA,AL,125,414,37,90,20,1,9,51.0,0.0,0.0,35,57.0,6.0,3.0,0.0,5.0,15.0
93516,kotsama01,2010,1,CHA,AL,107,327,30,78,17,2,8,31.0,1.0,3.0,32,36.0,3.0,0.0,0.0,0.0,9.0
93518,kouzmke01,2010,1,OAK,AL,143,551,59,136,32,1,16,71.0,2.0,1.0,24,96.0,2.0,6.0,0.0,5.0,20.0
93521,kubelja01,2010,1,MIN,AL,143,518,68,129,23,3,21,92.0,0.0,1.0,56,116.0,5.0,3.0,0.0,5.0,16.0
93526,lairdge01,2010,1,DET,AL,89,270,22,56,11,0,5,25.0,3.0,1.0,18,57.0,0.0,3.0,6.0,2.0,7.0
93530,laporma01,2010,1,CLE,AL,110,376,41,83,15,1,12,41.0,0.0,0.0,46,82.0,1.0,1.0,0.0,2.0,12.0
93533,larocad01,2010,1,ARI,NL,151,560,75,146,37,2,25,100.0,0.0,1.0,48,172.0,4.0,3.0,0.0,4.0,8.0
93534,larocan01,2010,1,PIT,NL,102,247,26,51,8,0,4,16.0,1.0,1.0,19,43.0,0.0,2.0,2.0,1.0,7.0
93542,leeca01,2010,1,HOU,NL,157,605,67,149,29,1,24,89.0,3.0,3.0,37,59.0,1.0,3.0,0.0,4.0,20.0
93545,leede02,2010,1,CHN,NL,109,418,63,105,21,0,16,56.0,1.0,3.0,52,101.0,1.0,2.0,0.0,3.0,16.0
93552,lewisfr02,2010,1,TOR,AL,110,428,70,112,31,5,8,36.0,17.0,6.0,38,104.0,1.0,9.0,1.0,4.0,9.0
93562,lindad01,2010,1,TOR,AL,150,569,57,135,32,3,23,72.0,0.0,0.0,38,144.0,3.0,3.0,0.0,3.0,10.0
93572,loneyja01,2010,1,LAN,NL,161,588,67,157,41,2,10,88.0,10.0,5.0,52,95.0,9.0,4.0,0.0,4.0,14.0
93573,longoev01,2010,1,TBA,AL,151,574,96,169,46,5,22,104.0,15.0,5.0,72,124.0,12.0,5.0,0.0,10.0,15.0
93574,lopezfe01,2010,1,SLN,NL,109,376,50,87,18,1,7,36.0,8.0,2.0,43,77.0,1.0,1.0,3.0,2.0,7.0
93578,lopezjo01,2010,1,SEA,AL,150,593,49,142,29,0,10,58.0,3.0,2.0,23,66.0,1.0,3.0,0.0,3.0,20.0
93591,lugoju01,2010,1,BAL,AL,93,241,26,60,4,2,0,20.0,5.0,7.0,15,50.0,0.0,2.0,6.0,0.0,6.0
93599,maiermi01,2010,1,KCA,AL,117,373,41,98,15,6,5,39.0,3.0,2.0,41,68.0,2.0,0.0,4.0,3.0,3.0
93608,manzeto01,2010,1,HOU,NL,83,258,17,58,7,0,1,21.0,0.0,1.0,13,71.0,1.0,3.0,5.0,3.0,6.0
93611,markani01,2010,1,BAL,AL,160,629,79,187,45,3,12,60.0,7.0,2.0,73,93.0,9.0,2.0,0.0,5.0,18.0
93615,marshse01,2010,1,CHN,NL,80,4,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0
93616,marsolo01,2010,1,CLE,AL,87,262,29,51,15,0,3,22.0,8.0,1.0,26,55.0,0.0,3.0,2.0,1.0,7.0
93617,martean01,2010,1,CLE,AL,81,170,18,39,7,2,5,19.0,0.0,3.0,17,35.0,0.0,0.0,0.0,1.0,2.0
93626,martiru01,2010,1,LAN,NL,97,331,45,82,13,0,5,26.0,6.0,2.0,48,61.0,7.0,4.0,1.0,3.0,7.0
93627,martivi01,2010,1,BOS,AL,127,493,64,149,32,1,20,79.0,1.0,0.0,40,52.0,5.0,0.0,0.0,5.0,17.0
93628,masseni01,2010,1,CIN,NL,82,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
93637,matsuhi01,2010,1,LAA,AL,145,482,55,132,24,1,21,84.0,0.0,1.0,67,98.0,6.0,1.0,0.0,4.0,10.0
93641,mauerjo01,2010,1,MIN,AL,137,510,88,167,43,1,9,75.0,1.0,4.0,65,53.0,14.0,3.0,0.0,6.0,19.0
93645,maybica01,2010,1,FLO,NL,82,291,46,68,7,3,8,28.0,9.0,2.0,24,92.0,1.0,5.0,1.0,1.0,4.0
93649,mccanbr01,2010,1,ATL,NL,143,479,63,129,25,0,21,77.0,5.0,2.0,74,98.0,10.0,9.0,0.0,4.0,12.0
93653,mccutan01,2010,1,PIT,NL,154,570,94,163,35,5,16,56.0,33.0,10.0,70,89.0,1.0,5.0,1.0,7.0,6.0
93655,mcdonda02,2010,1,BOS,AL,117,319,40,86,18,3,9,34.0,9.0,1.0,30,85.0,1.0,2.0,12.0,0.0,5.0
93660,mcgehca01,2010,1,MIL,NL,157,610,70,174,38,1,23,104.0,1.0,1.0,50,102.0,5.0,2.0,0.0,8.0,18.0
93662,mclouna01,2010,1,ATL,NL,85,242,30,46,12,1,6,24.0,7.0,2.0,33,57.0,2.0,5.0,6.0,2.0,3.0
93675,michaja01,2010,1,HOU,NL,106,186,23,47,14,1,8,26.0,0.0,0.0,12,29.0,1.0,4.0,0.0,1.0,3.0
93683,millela02,2010,1,PIT,NL,113,379,38,105,21,3,4,34.0,5.0,3.0,28,62.0,3.0,3.0,2.0,0.0,7.0
93699,molinya01,2010,1,SLN,NL,136,465,34,122,19,0,6,62.0,8.0,4.0,42,51.0,6.0,7.0,2.0,5.0,19.0
93702,montemi01,2010,1,ARI,NL,85,297,36,79,20,2,9,43.0,0.0,1.0,29,71.0,3.0,2.0,0.0,3.0,10.0
93708,morame01,2010,1,COL,NL,113,316,39,90,12,5,7,45.0,2.0,1.0,31,53.0,2.0,5.0,2.0,0.0,9.0
93711,morgany01,2010,1,WAS,NL,136,509,60,129,17,7,0,24.0,34.0,17.0,40,88.0,1.0,10.0,15.0,3.0,2.0
93712,morneju01,2010,1,MIN,AL,81,296,53,102,25,1,18,56.0,0.0,0.0,50,62.0,7.0,0.0,0.0,2.0,6.0
93715,morsemi01,2010,1,WAS,NL,98,266,36,77,12,2,15,41.0,0.0,1.0,22,64.0,1.0,4.0,0.0,1.0,6.0
93724,moylape01,2010,1,ATL,NL,85,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
93727,murphda07,2010,1,TEX,AL,138,419,54,122,26,2,12,65.0,14.0,2.0,45,71.0,2.0,0.0,0.0,3.0,6.0
93730,nadyxa01,2010,1,CHN,NL,119,317,33,81,13,0,6,33.0,0.0,0.0,17,85.0,0.0,8.0,1.0,4.0,12.0
93731,napolmi01,2010,1,LAA,AL,140,453,60,108,24,1,26,68.0,4.0,2.0,42,137.0,2.0,11.0,0.0,4.0,15.0
93749,nixla01,2010,1,CIN,NL,97,165,16,48,11,2,4,18.0,0.0,1.0,15,39.0,4.0,0.0,2.0,0.0,5.0
93767,olivomi01,2010,1,COL,NL,112,394,55,106,17,6,14,58.0,7.0,4.0,27,117.0,5.0,1.0,2.0,3.0,6.0
93771,ordonma01,2010,1,DET,AL,84,323,56,98,17,1,12,59.0,1.0,0.0,40,38.0,0.0,0.0,0.0,2.0,14.0
93772,ortizda01,2010,1,BOS,AL,145,518,86,140,36,1,32,102.0,0.0,1.0,82,145.0,14.0,2.0,0.0,4.0,12.0
93780,overbly01,2010,1,TOR,AL,154,534,75,130,37,2,20,67.0,1.0,0.0,67,131.0,7.0,3.0,0.0,3.0,9.0
93783,paganan01,2010,1,NYN,NL,151,579,80,168,31,7,11,69.0,37.0,9.0,44,97.0,5.0,1.0,6.0,3.0,9.0
93790,parrage01,2010,1,ARI,NL,133,364,31,95,19,6,3,30.0,1.0,0.0,23,76.0,10.0,2.0,3.0,1.0,8.0
93793,patteco01,2010,1,BAL,AL,90,308,43,83,16,1,8,32.0,21.0,4.0,20,75.0,2.0,1.0,10.0,1.0,3.0
93799,pauliro01,2010,1,FLO,NL,91,316,31,82,18,0,4,37.0,1.0,0.0,25,51.0,4.0,0.0,0.0,3.0,11.0
93808,penaca01,2010,1,TBA,AL,144,484,64,95,18,0,28,84.0,5.0,1.0,87,158.0,4.0,7.0,0.0,4.0,2.0
93809,penara02,2010,1,NYA,AL,85,154,18,35,1,1,0,18.0,7.0,1.0,6,27.0,0.0,1.0,4.0,2.0,4.0
93811,pencehu01,2010,1,HOU,NL,156,614,93,173,29,3,25,91.0,18.0,9.0,41,105.0,2.0,0.0,0.0,3.0,11.0
93813,pennicl01,2010,1,OAK,AL,156,508,64,127,26,8,6,46.0,29.0,5.0,50,96.0,0.0,3.0,12.0,3.0,7.0
93815,peraljh01,2010,1,CLE,AL,91,334,37,82,23,2,7,43.0,1.0,0.0,32,69.0,1.0,1.0,0.0,6.0,7.0
93827,phillbr01,2010,1,CIN,NL,155,626,100,172,33,5,18,59.0,16.0,12.0,46,83.0,1.0,8.0,6.0,1.0,14.0
93829,piefe01,2010,1,BAL,AL,82,288,39,79,15,5,5,31.0,5.0,2.0,13,52.0,0.0,1.0,3.0,3.0,10.0
93830,pierrju01,2010,1,CHA,AL,160,651,96,179,18,3,1,47.0,68.0,18.0,45,47.0,0.0,21.0,15.0,2.0,8.0
93831,pierzaj01,2010,1,CHA,AL,128,474,43,128,29,0,9,56.0,3.0,4.0,15,39.0,2.0,6.0,6.0,2.0,17.0
93835,podsesc01,2010,1,KCA,AL,95,390,46,121,8,6,5,44.0,30.0,12.0,29,57.0,1.0,0.0,10.0,6.0,5.0
93837,polanpl01,2010,1,PHI,NL,132,554,76,165,27,2,6,52.0,5.0,0.0,32,47.0,1.0,7.0,1.0,8.0,14.0
93839,posadjo01,2010,1,NYA,AL,120,383,49,95,23,1,18,57.0,3.0,1.0,59,99.0,3.0,7.0,0.0,2.0,6.0
93840,poseybu01,2010,1,SFN,NL,108,406,58,124,23,2,18,67.0,0.0,2.0,30,55.0,5.0,4.0,0.0,3.0,12.0
93842,pradoma01,2010,1,ATL,NL,140,599,100,184,40,3,15,66.0,5.0,3.0,40,86.0,2.0,3.0,3.0,6.0,13.0
93846,pujolal01,2010,1,SLN,NL,159,587,115,183,39,1,42,118.0,14.0,4.0,103,76.0,38.0,4.0,0.0,6.0,23.0
93847,puntoni01,2010,1,MIN,AL,88,252,24,60,11,1,1,20.0,6.0,2.0,28,50.0,2.0,1.0,4.0,3.0,3.0
93852,quentca01,2010,1,CHA,AL,131,453,73,110,25,2,26,87.0,2.0,2.0,50,83.0,3.0,20.0,0.0,4.0,16.0
93854,quinthu01,2010,1,HOU,NL,88,265,13,62,10,0,4,20.0,0.0,0.0,8,59.0,2.0,2.0,1.0,0.0,5.0
93856,raburry01,2010,1,DET,AL,113,371,54,104,25,1,15,62.0,2.0,2.0,27,92.0,0.0,8.0,1.0,3.0,8.0
93857,ramiral03,2010,1,CHA,AL,156,585,83,165,29,2,18,70.0,13.0,8.0,27,82.0,2.0,2.0,7.0,5.0,12.0
93858,ramirar01,2010,1,CHN,NL,124,465,61,112,21,1,25,83.0,0.0,0.0,34,90.0,3.0,3.0,0.0,5.0,10.0
93860,ramirha01,2010,1,FLO,NL,142,543,92,163,28,2,21,76.0,32.0,10.0,64,93.0,12.0,7.0,0.0,5.0,14.0
93871,rasmuco01,2010,1,SLN,NL,144,464,85,128,28,3,23,66.0,12.0,8.0,63,148.0,9.0,1.0,2.0,4.0,5.0
93887,reyesjo01,2010,1,NYN,NL,133,563,83,159,29,10,11,54.0,30.0,10.0,31,63.0,4.0,2.0,4.0,3.0,8.0
93889,reynoma01,2010,1,ARI,NL,145,499,79,99,17,2,32,85.0,7.0,4.0,83,211.0,7.0,9.0,0.0,5.0,8.0
93897,riosal01,2010,1,CHA,AL,147,567,89,161,29,3,21,88.0,34.0,14.0,38,93.0,4.0,7.0,0.0,5.0,21.0
93899,riverju01,2010,1,LAA,AL,124,416,53,105,20,0,15,52.0,2.0,2.0,33,58.0,4.0,4.0,0.0,2.0,10.0
93909,rodrial01,2010,1,NYA,AL,137,522,74,141,29,2,30,125.0,4.0,3.0,59,98.0,1.0,3.0,0.0,11.0,7.0
93913,rodriiv01,2010,1,WAS,NL,111,398,32,106,18,1,4,49.0,2.0,3.0,16,66.0,2.0,1.0,2.0,4.0,25.0
93916,rodrise01,2010,1,TBA,AL,118,343,53,86,19,2,9,40.0,13.0,3.0,21,97.0,1.0,8.0,5.0,1.0,10.0
93922,rolensc01,2010,1,CIN,NL,133,471,66,134,34,3,20,83.0,1.0,2.0,50,82.0,3.0,8.0,0.0,8.0,12.0
93923,rolliji01,2010,1,PHI,NL,88,350,48,85,16,3,8,41.0,17.0,1.0,40,32.0,2.0,1.0,0.0,3.0,4.0
93930,rosalad01,2010,1,OAK,AL,80,255,31,69,8,2,7,31.0,2.0,2.0,19,65.0,0.0,1.0,2.0,2.0,1.0
93933,rossco01,2010,1,FLO,NL,120,452,60,120,24,3,11,58.0,9.0,1.0,30,100.0,4.0,4.0,0.0,1.0,7.0
93937,rowanaa01,2010,1,SFN,NL,105,331,42,76,12,2,11,34.0,5.0,3.0,16,74.0,3.0,8.0,1.0,1.0,11.0
93939,ruizca01,2010,1,PHI,NL,121,371,43,112,28,1,8,53.0,0.0,1.0,55,54.0,13.0,6.0,0.0,1.0,8.0
